format_raw,Format,Metric,Year,count,Revenue [m$],Units [m],Rev [m$]
Other Ad-Supported Streaming,Other Streaming,Value,2017,1,262,0,262
Other Ad-Supported Streaming,Other Streaming,Value,2018,1,251,0,251
Other Ad-Supported Streaming,Other Streaming,Value,2019,1,251,0,251
Other Digital,Download,Value,1973,1,0,0,0
Other Digital,Download,Value,1974,1,0,0,0
Other Digital,Download,Value,1975,1,0,0,0
Other Digital,Download,Value,1976,1,0,0,0
Other Digital,Download,Value,1977,1,0,0,0
Other Digital,Download,Value,1978,1,0,0,0
Other Digital,Download,Value,1979,1,0,0,0
Other Digital,Download,Value,1980,1,0,0,0
Other Digital,Download,Value,1981,1,0,0,0
Other Digital,Download,Value,1982,1,0,0,0
Other Digital,Download,Value,1983,1,0,0,0
Other Digital,Download,Value,1984,1,0,0,0
Other Digital,Download,Value,1985,1,0,0,0
Other Digital,Download,Value,1986,1,0,0,0
Other Digital,Download,Value,1987,1,0,0,0
Other Digital,Download,Value,1988,1,0,0,0
Other Digital,Download,Value,1989,1,0,0,0
Other Digital,Download,Value,1990,1,0,0,0
Other Digital,Download,Value,1991,1,0,0,0
Other Digital,Download,Value,1992,1,0,0,0
Other Digital,Download,Value,1993,1,0,0,0
Other Digital,Download,Value,1994,1,0,0,0
Other Digital,Download,Value,1995,1,0,0,0
Other Digital,Download,Value,1996,1,0,0,0
Other Digital,Download,Value,1997,1,0,0,0
Other Digital,Download,Value,1998,1,0,0,0
Other Digital,Download,Value,1999,1,0,0,0
Other Digital,Download,Value,2000,1,0,0,0
Other Digital,Download,Value,2001,1,0,0,0
Other Digital,Download,Value,2002,1,0,0,0
Other Digital,Download,Value,2003,1,0,0,0
Other Digital,Download,Value,2004,1,0,0,0
Other Digital,Download,Value,2005,1,0,0,0
Other Digital,Download,Value,2006,1,0,0,0
Other Digital,Download,Value,2007,1,0,0,0
Other Digital,Download,Value,2008,1,0,0,0
Other Digital,Download,Value,2009,1,0,0,0
Other Digital,Download,Value,2010,1,0,0,0
Other Digital,Download,Value,2011,1,0,0,0
Other Digital,Download,Value,2012,1,0,0,0
Other Digital,Download,Value,2013,1,0,0,0
Other Digital,Download,Value,2014,1,0,0,0
Other Digital,Download,Value,2015,1,0,0,0
Other Digital,Download,Value,2016,1,17,0,17
Other Digital,Download,Value,2017,1,17,0,17
Other Digital,Download,Value,2018,1,20,0,20
Other Digital,Download,Value,2019,1,22,0,22
Other Tapes,Tapes,Value,1973,1,16,0,16
Other Tapes,Tapes,Value,1974,1,13,0,13
Other Tapes,Tapes,Value,1975,1,10,0,10
Other Tapes,Tapes,Value,1976,1,5,0,5
Other Tapes,Tapes,Value,1977,1,0,0,0
Other Tapes,Tapes,Value,1978,1,0,0,0
Other Tapes,Tapes,Value,1979,1,0,0,0
Other Tapes,Tapes,Value,1980,1,0,0,0
Other Tapes,Tapes,Value,1981,1,0,0,0
Other Tapes,Tapes,Value,1982,1,0,0,0
Other Tapes,Tapes,Value,1983,1,0,0,0
Other Tapes,Tapes,Value,1984,1,0,0,0
Other Tapes,Tapes,Value,1985,1,0,0,0
Other Tapes,Tapes,Value,1986,1,0,0,0
Other Tapes,Tapes,Value,1987,1,0,0,0
Other Tapes,Tapes,Value,1988,1,0,0,0
Other Tapes,Tapes,Value,1989,1,0,0,0
Other Tapes,Tapes,Value,1990,1,0,0,0
Other Tapes,Tapes,Value,1991,1,0,0,0
Other Tapes,Tapes,Value,1992,1,0,0,0
Other Tapes,Tapes,Value,1993,1,0,0,0
Other Tapes,Tapes,Value,1994,1,0,0,0
Other Tapes,Tapes,Value,1995,1,0,0,0
Other Tapes,Tapes,Value,1996,1,0,0,0
Other Tapes,Tapes,Value,1997,1,0,0,0
Other Tapes,Tapes,Value,1998,1,0,0,0
Other Tapes,Tapes,Value,1999,1,0,0,0
Other Tapes,Tapes,Value,2000,1,0,0,0
Other Tapes,Tapes,Value,2001,1,0,0,0
Other Tapes,Tapes,Value,2002,1,0,0,0
Other Tapes,Tapes,Value,2003,1,0,0,0
Other Tapes,Tapes,Value,2004,1,0,0,0
Other Tapes,Tapes,Value,2005,1,0,0,0
Other Tapes,Tapes,Value,2006,1,0,0,0
Other Tapes,Tapes,Value,2007,1,0,0,0
Other Tapes,Tapes,Value,2008,1,0,0,0
Other Tapes,Tapes,Value,2009,1,0,0,0
Other Tapes,Tapes,Value,2010,1,0,0,0
Other Tapes,Tapes,Value,2011,1,0,0,0
Other Tapes,Tapes,Value,2012,1,0,0,0
Other Tapes,Tapes,Value,2013,1,0,0,0
Other Tapes,Tapes,Value,2014,1,0,0,0
Other Tapes,Tapes,Value,2015,1,0,0,0
Other Tapes,Tapes,Value,2016,1,0,0,0
Other Tapes,Tapes,Value,2017,1,0,0,0
Other Tapes,Tapes,Value,2018,1,0,0,0
Other Tapes,Tapes,Value,2019,1,0,0,0
Paid Subscription,Paid Subscription,Value,1973,1,0,0,0
Paid Subscription,Paid Subscription,Value,1974,1,0,0,0
Paid Subscription,Paid Subscription,Value,1975,1,0,0,0
Paid Subscription,Paid Subscription,Value,1976,1,0,0,0
Paid Subscription,Paid Subscription,Value,1977,1,0,0,0
Paid Subscription,Paid Subscription,Value,1978,1,0,0,0
Paid Subscription,Paid Subscription,Value,1979,1,0,0,0
Paid Subscription,Paid Subscription,Value,1980,1,0,0,0
Paid Subscription,Paid Subscription,Value,1981,1,0,0,0
Paid Subscription,Paid Subscription,Value,1982,1,0,0,0
Paid Subscription,Paid Subscription,Value,1983,1,0,0,0
Paid Subscription,Paid Subscription,Value,1984,1,0,0,0
Paid Subscription,Paid Subscription,Value,1985,1,0,0,0
Paid Subscription,Paid Subscription,Value,1986,1,0,0,0
Paid Subscription,Paid Subscription,Value,1987,1,0,0,0
Paid Subscription,Paid Subscription,Value,1988,1,0,0,0
Paid Subscription,Paid Subscription,Value,1989,1,0,0,0
Paid Subscription,Paid Subscription,Value,1990,1,0,0,0
Paid Subscription,Paid Subscription,Value,1991,1,0,0,0
Paid Subscription,Paid Subscription,Value,1992,1,0,0,0
Paid Subscription,Paid Subscription,Value,1993,1,0,0,0
Paid Subscription,Paid Subscription,Value,1994,1,0,0,0
Paid Subscription,Paid Subscription,Value,1995,1,0,0,0
Paid Subscription,Paid Subscription,Value,1996,1,0,0,0
Paid Subscription,Paid Subscription,Value,1997,1,0,0,0
Paid Subscription,Paid Subscription,Value,1998,1,0,0,0
Paid Subscription,Paid Subscription,Value,1999,1,0,0,0
Paid Subscription,Paid Subscription,Value,2000,1,0,0,0
Paid Subscription,Paid Subscription,Value,2001,1,0,0,0
Paid Subscription,Paid Subscription,Value,2002,1,0,0,0
Paid Subscription,Paid Subscription,Value,2003,1,0,0,0
Paid Subscription,Paid Subscription,Value,2004,1,0,0,0
Paid Subscription,Paid Subscription,Value,2005,1,149,0,149
Paid Subscription,Paid Subscription,Value,2006,1,206,0,206
Paid Subscription,Paid Subscription,Value,2007,1,234,0,234
Paid Subscription,Paid Subscription,Value,2008,1,221,0,221
Paid Subscription,Paid Subscription,Value,2009,1,206,0,206
Paid Subscription,Paid Subscription,Value,2010,1,212,0,212
Paid Subscription,Paid Subscription,Value,2011,1,248,0,248
Paid Subscription,Paid Subscription,Value,2012,1,400,0,400
Paid Subscription,Paid Subscription,Value,2013,1,643,0,643
Paid Subscription,Paid Subscription,Value,2014,1,770,0,770
Paid Subscription,Paid Subscription,Value,2015,1,1157,0,1157
Paid Subscription,Paid Subscription,Value,2016,1,2244,0,2244
Paid Subscription,Paid Subscription,Value,2017,1,3501,0,3501
Paid Subscription,Paid Subscription,Value,2018,1,4656,0,4656
Paid Subscription,Paid Subscription,Value,2019,1,5934,0,5934
Ringtones & Ringbacks,Ringtones,Value,1973,1,0,0,0
Ringtones & Ringbacks,Ringtones,Value,1974,1,0,0,0
Ringtones & Ringbacks,Ringtones,Value,1975,1,0,0,0
Ringtones & Ringbacks,Ringtones,Value,1976,1,0,0,0
Ringtones & Ringbacks,Ringtones,Value,1977,1,0,0,0
Ringtones & Ringbacks,Ringtones,Value,1978,1,0,0,0
Ringtones & Ringbacks,Ringtones,Value,1979,1,0,0,0
Ringtones & Ringbacks,Ringtones,Value,1980,1,0,0,0
Ringtones & Ringbacks,Ringtones,Value,1981,1,0,0,0
Ringtones & Ringbacks,Ringtones,Value,1982,1,0,0,0
Ringtones & Ringbacks,Ringtones,Value,1983,1,0,0,0
Ringtones & Ringbacks,Ringtones,Value,1984,1,0,0,0
Ringtones & Ringbacks,Ringtones,Value,1985,1,0,0,0
Ringtones & Ringbacks,Ringtones,Value,1986,1,0,0,0
Ringtones & Ringbacks,Ringtones,Value,1987,1,0,0,0
Ringtones & Ringbacks,Ringtones,Value,1988,1,0,0,0
Ringtones & Ringbacks,Ringtones,Value,1989,1,0,0,0
Ringtones & Ringbacks,Ringtones,Value,1990,1,0,0,0
Ringtones & Ringbacks,Ringtones,Value,1991,1,0,0,0
Ringtones & Ringbacks,Ringtones,Value,1992,1,0,0,0
Ringtones & Ringbacks,Ringtones,Value,1993,1,0,0,0
Ringtones & Ringbacks,Ringtones,Value,1994,1,0,0,0
Ringtones & Ringbacks,Ringtones,Value,1995,1,0,0,0
Ringtones & Ringbacks,Ringtones,Value,1996,1,0,0,0
Ringtones & Ringbacks,Ringtones,Value,1997,1,0,0,0
Ringtones & Ringbacks,Ringtones,Value,1998,1,0,0,0
Ringtones & Ringbacks,Ringtones,Value,1999,1,0,0,0
Ringtones & Ringbacks,Ringtones,Value,2000,1,0,0,0
Ringtones & Ringbacks,Ringtones,Value,2001,1,0,0,0
Ringtones & Ringbacks,Ringtones,Value,2002,1,0,0,0
Ringtones & Ringbacks,Ringtones,Value,2003,1,0,0,0
Ringtones & Ringbacks,Ringtones,Value,2004,1,0,0,0
Ringtones & Ringbacks,Ringtones,Value,2005,1,422,0,422
Ringtones & Ringbacks,Ringtones,Value,2006,1,774,0,774
Ringtones & Ringbacks,Ringtones,Value,2007,1,1056,0,1056
Ringtones & Ringbacks,Ringtones,Value,2008,1,977,0,977
Ringtones & Ringbacks,Ringtones,Value,2009,1,703,0,703
Ringtones & Ringbacks,Ringtones,Value,2010,1,448,0,448
Ringtones & Ringbacks,Ringtones,Value,2011,1,276,0,276
Ringtones & Ringbacks,Ringtones,Value,2012,1,146,0,146
Ringtones & Ringbacks,Ringtones,Value,2013,1,98,0,98
Ringtones & Ringbacks,Ringtones,Value,2014,1,66,0,66
Ringtones & Ringbacks,Ringtones,Value,2015,1,55,0,55
Ringtones & Ringbacks,Ringtones,Value,2016,1,56,0,56
Ringtones & Ringbacks,Ringtones,Value,2017,1,36,0,36
Ringtones & Ringbacks,Ringtones,Value,2018,1,25,0,25
Ringtones & Ringbacks,Ringtones,Value,2019,1,21,0,21
SACD,CD,Value,1973,1,0,0,0
SACD,CD,Value,1974,1,0,0,0
SACD,CD,Value,1975,1,0,0,0
SACD,CD,Value,1976,1,0,0,0
SACD,CD,Value,1977,1,0,0,0
SACD,CD,Value,1978,1,0,0,0
SACD,CD,Value,1979,1,0,0,0
SACD,CD,Value,1980,1,0,0,0
SACD,CD,Value,1981,1,0,0,0
SACD,CD,Value,1982,1,0,0,0
SACD,CD,Value,1983,1,0,0,0
SACD,CD,Value,1984,1,0,0,0
SACD,CD,Value,1985,1,0,0,0
SACD,CD,Value,1986,1,0,0,0
SACD,CD,Value,1987,1,0,0,0
SACD,CD,Value,1988,1,0,0,0
SACD,CD,Value,1989,1,0,0,0
SACD,CD,Value,1990,1,0,0,0
SACD,CD,Value,1991,1,0,0,0
SACD,CD,Value,1992,1,0,0,0
SACD,CD,Value,1993,1,0,0,0
SACD,CD,Value,1994,1,0,0,0
SACD,CD,Value,1995,1,0,0,0
SACD,CD,Value,1996,1,0,0,0
SACD,CD,Value,1997,1,0,0,0
SACD,CD,Value,1998,1,0,0,0
SACD,CD,Value,1999,1,0,0,0
SACD,CD,Value,2000,1,0,0,0
SACD,CD,Value,2001,1,0,0,0
SACD,CD,Value,2002,1,0,0,0
SACD,CD,Value,2003,1,26,0,26
SACD,CD,Value,2004,1,17,0,17
SACD,CD,Value,2005,1,10,0,10
SACD,CD,Value,2006,1,6,0,6
SACD,CD,Value,2007,1,4,0,4
SACD,CD,Value,2008,1,3,0,3
SACD,CD,Value,2009,1,2,0,2
SACD,CD,Value,2010,1,2,0,2
SACD,CD,Value,2011,1,2,0,2
SACD,CD,Value,2012,1,1,0,1
SACD,CD,Value,2013,1,1,0,1
SACD,CD,Value,2014,1,1,0,1
SACD,CD,Value,2015,1,1,0,1
SACD,CD,Value,2016,1,1,0,1
SACD,CD,Value,2017,1,1,0,1
SACD,CD,Value,2018,1,1,0,1
SACD,CD,Value,2019,1,0,0,0
SoundExchange Distributions,Other Streaming,Value,1973,1,0,0,0
SoundExchange Distributions,Other Streaming,Value,1974,1,0,0,0
SoundExchange Distributions,Other Streaming,Value,1975,1,0,0,0
SoundExchange Distributions,Other Streaming,Value,1976,1,0,0,0
SoundExchange Distributions,Other Streaming,Value,1977,1,0,0,0
SoundExchange Distributions,Other Streaming,Value,1978,1,0,0,0
SoundExchange Distributions,Other Streaming,Value,1979,1,0,0,0
SoundExchange Distributions,Other Streaming,Value,1980,1,0,0,0
SoundExchange Distributions,Other Streaming,Value,1981,1,0,0,0
SoundExchange Distributions,Other Streaming,Value,1982,1,0,0,0
SoundExchange Distributions,Other Streaming,Value,1983,1,0,0,0
SoundExchange Distributions,Other Streaming,Value,1984,1,0,0,0
SoundExchange Distributions,Other Streaming,Value,1985,1,0,0,0
SoundExchange Distributions,Other Streaming,Value,1986,1,0,0,0
SoundExchange Distributions,Other Streaming,Value,1987,1,0,0,0
SoundExchange Distributions,Other Streaming,Value,1988,1,0,0,0
SoundExchange Distributions,Other Streaming,Value,1989,1,0,0,0
SoundExchange Distributions,Other Streaming,Value,1990,1,0,0,0
SoundExchange Distributions,Other Streaming,Value,1991,1,0,0,0
SoundExchange Distributions,Other Streaming,Value,1992,1,0,0,0
SoundExchange Distributions,Other Streaming,Value,1993,1,0,0,0
SoundExchange Distributions,Other Streaming,Value,1994,1,0,0,0
SoundExchange Distributions,Other Streaming,Value,1995,1,0,0,0
SoundExchange Distributions,Other Streaming,Value,1996,1,0,0,0
SoundExchange Distributions,Other Streaming,Value,1997,1,0,0,0
SoundExchange Distributions,Other Streaming,Value,1998,1,0,0,0
SoundExchange Distributions,Other Streaming,Value,1999,1,0,0,0
SoundExchange Distributions,Other Streaming,Value,2000,1,0,0,0
SoundExchange Distributions,Other Streaming,Value,2001,1,0,0,0
SoundExchange Distributions,Other Streaming,Value,2002,1,0,0,0
SoundExchange Distributions,Other Streaming,Value,2003,1,0,0,0
SoundExchange Distributions,Other Streaming,Value,2004,1,7,0,7
SoundExchange Distributions,Other Streaming,Value,2005,1,20,0,20
SoundExchange Distributions,Other Streaming,Value,2006,1,33,0,33
SoundExchange Distributions,Other Streaming,Value,2007,1,36,0,36
SoundExchange Distributions,Other Streaming,Value,2008,1,100,0,100
SoundExchange Distributions,Other Streaming,Value,2009,1,156,0,156
SoundExchange Distributions,Other Streaming,Value,2010,1,249,0,249
SoundExchange Distributions,Other Streaming,Value,2011,1,292,0,292
SoundExchange Distributions,Other Streaming,Value,2012,1,462,0,462
SoundExchange Distributions,Other Streaming,Value,2013,1,590,0,590
SoundExchange Distributions,Other Streaming,Value,2014,1,773,0,773
SoundExchange Distributions,Other Streaming,Value,2015,1,803,0,803
SoundExchange Distributions,Other Streaming,Value,2016,1,884,0,884
SoundExchange Distributions,Other Streaming,Value,2017,1,652,0,652
SoundExchange Distributions,Other Streaming,Value,2018,1,953,0,953
SoundExchange Distributions,Other Streaming,Value,2019,1,908,0,908
Synchronization,Synchronization,Value,1974,1,0,0,0
Synchronization,Synchronization,Value,1975,1,0,0,0
Synchronization,Synchronization,Value,1976,1,0,0,0
Synchronization,Synchronization,Value,1977,1,0,0,0
Synchronization,Synchronization,Value,1978,1,0,0,0
Synchronization,Synchronization,Value,1979,1,0,0,0
Synchronization,Synchronization,Value,1980,1,0,0,0
Synchronization,Synchronization,Value,1981,1,0,0,0
Synchronization,Synchronization,Value,1982,1,0,0,0
Synchronization,Synchronization,Value,1983,1,0,0,0
Synchronization,Synchronization,Value,1984,1,0,0,0
Synchronization,Synchronization,Value,1985,1,0,0,0
Synchronization,Synchronization,Value,1986,1,0,0,0
Synchronization,Synchronization,Value,1987,1,0,0,0
Synchronization,Synchronization,Value,1988,1,0,0,0
Synchronization,Synchronization,Value,1989,1,0,0,0
Synchronization,Synchronization,Value,1990,1,0,0,0
Synchronization,Synchronization,Value,1991,1,0,0,0
Synchronization,Synchronization,Value,1992,1,0,0,0
Synchronization,Synchronization,Value,1993,1,0,0,0
Synchronization,Synchronization,Value,1994,1,0,0,0
Synchronization,Synchronization,Value,1995,1,0,0,0
Synchronization,Synchronization,Value,1996,1,0,0,0
Synchronization,Synchronization,Value,1997,1,0,0,0
Synchronization,Synchronization,Value,1998,1,0,0,0
Synchronization,Synchronization,Value,1999,1,0,0,0
Synchronization,Synchronization,Value,2000,1,0,0,0
Synchronization,Synchronization,Value,2001,1,0,0,0
Synchronization,Synchronization,Value,2002,1,0,0,0
Synchronization,Synchronization,Value,2003,1,0,0,0
Synchronization,Synchronization,Value,2004,1,0,0,0
Synchronization,Synchronization,Value,2005,1,0,0,0
Synchronization,Synchronization,Value,2006,1,0,0,0
Synchronization,Synchronization,Value,2007,1,0,0,0
Synchronization,Synchronization,Value,2008,1,0,0,0
Synchronization,Synchronization,Value,2009,1,201,0,201
Synchronization,Synchronization,Value,2010,1,189,0,189
Synchronization,Synchronization,Value,2011,1,197,0,197
Synchronization,Synchronization,Value,2012,1,191,0,191
Synchronization,Synchronization,Value,2013,1,190,0,190
Synchronization,Synchronization,Value,2014,1,190,0,190
Synchronization,Synchronization,Value,2015,1,203,0,203
Synchronization,Synchronization,Value,2016,1,215,0,215
Synchronization,Synchronization,Value,2017,1,232,0,232
Synchronization,Synchronization,Value,2018,1,286,0,286
Synchronization,Synchronization,Value,2019,1,276,0,276
Vinyl Single,Vinyl,Value,1973,1,190,0,190
Vinyl Single,Vinyl,Value,1974,1,194,0,194
Vinyl Single,Vinyl,Value,1975,1,212,0,212
Vinyl Single,Vinyl,Value,1976,1,245,0,245
Vinyl Single,Vinyl,Value,1977,1,245,0,245
Vinyl Single,Vinyl,Value,1978,1,260,0,260
Vinyl Single,Vinyl,Value,1979,1,354,0,354
Vinyl Single,Vinyl,Value,1980,1,250,0,250
Vinyl Single,Vinyl,Value,1981,1,256,0,256
Vinyl Single,Vinyl,Value,1982,1,283,0,283
Vinyl Single,Vinyl,Value,1983,1,269,0,269
Vinyl Single,Vinyl,Value,1984,1,299,0,299
Vinyl Single,Vinyl,Value,1985,1,281,0,281
Vinyl Single,Vinyl,Value,1986,1,228,0,228
Vinyl Single,Vinyl,Value,1987,1,203,0,203
Vinyl Single,Vinyl,Value,1988,1,180,0,180
Vinyl Single,Vinyl,Value,1989,1,116,0,116
Vinyl Single,Vinyl,Value,1990,1,94,0,94
Vinyl Single,Vinyl,Value,1991,1,64,0,64
Vinyl Single,Vinyl,Value,1992,1,66,0,66
Vinyl Single,Vinyl,Value,1993,1,51,0,51
Vinyl Single,Vinyl,Value,1994,1,47,0,47
Vinyl Single,Vinyl,Value,1995,1,47,0,47
Vinyl Single,Vinyl,Value,1996,1,48,0,48
Vinyl Single,Vinyl,Value,1997,1,36,0,36
Vinyl Single,Vinyl,Value,1998,1,26,0,26
Vinyl Single,Vinyl,Value,1999,1,28,0,28
Vinyl Single,Vinyl,Value,2000,1,26,0,26
Vinyl Single,Vinyl,Value,2001,1,31,0,31
Vinyl Single,Vinyl,Value,2002,1,25,0,25
Vinyl Single,Vinyl,Value,2003,1,22,0,22
Vinyl Single,Vinyl,Value,2004,1,20,0,20
Vinyl Single,Vinyl,Value,2005,1,13,0,13
Vinyl Single,Vinyl,Value,2006,1,10,0,10
Vinyl Single,Vinyl,Value,2007,1,4,0,4
Vinyl Single,Vinyl,Value,2008,1,3,0,3
Vinyl Single,Vinyl,Value,2009,1,3,0,3
Vinyl Single,Vinyl,Value,2010,1,2,0,2
Vinyl Single,Vinyl,Value,2011,1,5,0,5
Vinyl Single,Vinyl,Value,2012,1,5,0,5
Vinyl Single,Vinyl,Value,2013,1,3,0,3
Vinyl Single,Vinyl,Value,2014,1,5,0,5
Vinyl Single,Vinyl,Value,2015,1,6,0,6
Vinyl Single,Vinyl,Value,2016,1,5,0,5
Vinyl Single,Vinyl,Value,2017,1,6,0,6
Vinyl Single,Vinyl,Value,2018,1,5,0,5
Vinyl Single,Vinyl,Value,2019,1,7,0,7
8 - Track,Tapes,Value (Adjusted),1973,1,2816,0,2816
8 - Track,Tapes,Value (Adjusted),1974,1,2848,0,2848
8 - Track,Tapes,Value (Adjusted),1975,1,2770,0,2770
8 - Track,Tapes,Value (Adjusted),1976,1,3047,0,3047
8 - Track,Tapes,Value (Adjusted),1977,1,3421,0,3421
8 - Track,Tapes,Value (Adjusted),1978,1,3717,0,3717
8 - Track,Tapes,Value (Adjusted),1979,1,2410,0,2410
8 - Track,Tapes,Value (Adjusted),1980,1,1635,0,1635
8 - Track,Tapes,Value (Adjusted),1981,1,880,0,880
8 - Track,Tapes,Value (Adjusted),1982,1,95,0,95
8 - Track,Tapes,Value (Adjusted),1983,1,0,0,0
8 - Track,Tapes,Value (Adjusted),1984,1,0,0,0
8 - Track,Tapes,Value (Adjusted),1985,1,0,0,0
8 - Track,Tapes,Value (Adjusted),1986,1,0,0,0
8 - Track,Tapes,Value (Adjusted),1987,1,0,0,0
8 - Track,Tapes,Value (Adjusted),1988,1,0,0,0
8 - Track,Tapes,Value (Adjusted),1989,1,0,0,0
8 - Track,Tapes,Value (Adjusted),1990,1,0,0,0
8 - Track,Tapes,Value (Adjusted),1991,1,0,0,0
8 - Track,Tapes,Value (Adjusted),1992,1,0,0,0
8 - Track,Tapes,Value (Adjusted),1993,1,0,0,0
8 - Track,Tapes,Value (Adjusted),1994,1,0,0,0
8 - Track,Tapes,Value (Adjusted),1995,1,0,0,0
8 - Track,Tapes,Value (Adjusted),1996,1,0,0,0
8 - Track,Tapes,Value (Adjusted),1997,1,0,0,0
8 - Track,Tapes,Value (Adjusted),1998,1,0,0,0
8 - Track,Tapes,Value (Adjusted),1999,1,0,0,0
8 - Track,Tapes,Value (Adjusted),2000,1,0,0,0
8 - Track,Tapes,Value (Adjusted),2001,1,0,0,0
8 - Track,Tapes,Value (Adjusted),2002,1,0,0,0
8 - Track,Tapes,Value (Adjusted),2003,1,0,0,0
8 - Track,Tapes,Value (Adjusted),2004,1,0,0,0
8 - Track,Tapes,Value (Adjusted),2005,1,0,0,0
8 - Track,Tapes,Value (Adjusted),2006,1,0,0,0
8 - Track,Tapes,Value (Adjusted),2007,1,0,0,0
8 - Track,Tapes,Value (Adjusted),2008,1,0,0,0
8 - Track,Tapes,Value (Adjusted),2009,1,0,0,0
8 - Track,Tapes,Value (Adjusted),2010,1,0,0,0
8 - Track,Tapes,Value (Adjusted),2011,1,0,0,0
8 - Track,Tapes,Value (Adjusted),2012,1,0,0,0
8 - Track,Tapes,Value (Adjusted),2013,1,0,0,0
8 - Track,Tapes,Value (Adjusted),2014,1,0,0,0
8 - Track,Tapes,Value (Adjusted),2015,1,0,0,0
8 - Track,Tapes,Value (Adjusted),2016,1,0,0,0
8 - Track,Tapes,Value (Adjusted),2017,1,0,0,0
8 - Track,Tapes,Value (Adjusted),2018,1,0,0,0
8 - Track,Tapes,Value (Adjusted),2019,1,0,0,0
CD,CD,Value (Adjusted),1973,1,0,0,0
CD,CD,Value (Adjusted),1974,1,0,0,0
CD,CD,Value (Adjusted),1975,1,0,0,0
CD,CD,Value (Adjusted),1976,1,0,0,0
CD,CD,Value (Adjusted),1977,1,0,0,0
CD,CD,Value (Adjusted),1978,1,0,0,0
CD,CD,Value (Adjusted),1979,1,0,0,0
CD,CD,Value (Adjusted),1980,1,0,0,0
CD,CD,Value (Adjusted),1981,1,0,0,0
CD,CD,Value (Adjusted),1982,1,0,0,0
CD,CD,Value (Adjusted),1983,1,44,0,44
CD,CD,Value (Adjusted),1984,1,254,0,254
CD,CD,Value (Adjusted),1985,1,925,0,925
CD,CD,Value (Adjusted),1986,1,2170,0,2170
CD,CD,Value (Adjusted),1987,1,3586,0,3586
CD,CD,Value (Adjusted),1988,1,4516,0,4516
CD,CD,Value (Adjusted),1989,1,5335,0,5335
CD,CD,Value (Adjusted),1990,1,6752,0,6752
CD,CD,Value (Adjusted),1991,1,8142,0,8142
CD,CD,Value (Adjusted),1992,1,9706,0,9706
CD,CD,Value (Adjusted),1993,1,11520,0,11520
CD,CD,Value (Adjusted),1994,1,14602,0,14602
CD,CD,Value (Adjusted),1995,1,15731,0,15731
CD,CD,Value (Adjusted),1996,1,16188,0,16188
CD,CD,Value (Adjusted),1997,1,15794,0,15794
CD,CD,Value (Adjusted),1998,1,17905,0,17905
CD,CD,Value (Adjusted),1999,1,19667,0,19667
CD,CD,Value (Adjusted),2000,1,19619,0,19619
CD,CD,Value (Adjusted),2001,1,18636,0,18636
CD,CD,Value (Adjusted),2002,1,17116,0,17116
CD,CD,Value (Adjusted),2003,1,15607,0,15607
CD,CD,Value (Adjusted),2004,1,15492,0,15492
CD,CD,Value (Adjusted),2005,1,13771,0,13771
CD,CD,Value (Adjusted),2006,1,11886,0,11886
CD,CD,Value (Adjusted),2007,1,9191,0,9191
CD,CD,Value (Adjusted),2008,1,6497,0,6497
CD,CD,Value (Adjusted),2009,1,5147,0,5147
CD,CD,Value (Adjusted),2010,1,3974,0,3974
CD,CD,Value (Adjusted),2011,1,3524,0,3524
CD,CD,Value (Adjusted),2012,1,2768,0,2768
CD,CD,Value (Adjusted),2013,1,2350,0,2350
CD,CD,Value (Adjusted),2014,1,1918,0,1918
CD,CD,Value (Adjusted),2015,1,1559,0,1559
CD,CD,Value (Adjusted),2016,1,1204,0,1204
CD,CD,Value (Adjusted),2017,1,1103,0,1103
CD,CD,Value (Adjusted),2018,1,711,0,711
CD,CD,Value (Adjusted),2019,1,615,0,615
CD Single,CD,Value (Adjusted),1973,1,0,0,0
CD Single,CD,Value (Adjusted),1974,1,0,0,0
CD Single,CD,Value (Adjusted),1975,1,0,0,0
CD Single,CD,Value (Adjusted),1976,1,0,0,0
CD Single,CD,Value (Adjusted),1977,1,0,0,0
CD Single,CD,Value (Adjusted),1978,1,0,0,0
CD Single,CD,Value (Adjusted),1979,1,0,0,0
CD Single,CD,Value (Adjusted),1980,1,0,0,0
CD Single,CD,Value (Adjusted),1981,1,0,0,0
CD Single,CD,Value (Adjusted),1982,1,0,0,0
CD Single,CD,Value (Adjusted),1983,1,0,0,0
CD Single,CD,Value (Adjusted),1984,1,0,0,0
CD Single,CD,Value (Adjusted),1985,1,0,0,0
CD Single,CD,Value (Adjusted),1986,1,0,0,0
CD Single,CD,Value (Adjusted),1987,1,0,0,0
CD Single,CD,Value (Adjusted),1988,1,21,0,21
CD Single,CD,Value (Adjusted),1989,1,-1,0,-1
CD Single,CD,Value (Adjusted),1990,1,12,0,12
CD Single,CD,Value (Adjusted),1991,1,66,0,66
CD Single,CD,Value (Adjusted),1992,1,82,0,82
CD Single,CD,Value (Adjusted),1993,1,81,0,81
CD Single,CD,Value (Adjusted),1994,1,97,0,97
CD Single,CD,Value (Adjusted),1995,1,186,0,186
CD Single,CD,Value (Adjusted),1996,1,300,0,300
CD Single,CD,Value (Adjusted),1997,1,434,0,434
CD Single,CD,Value (Adjusted),1998,1,334,0,334
CD Single,CD,Value (Adjusted),1999,1,341,0,341
CD Single,CD,Value (Adjusted),2000,1,212,0,212
CD Single,CD,Value (Adjusted),2001,1,115,0,115
