format_raw,Format,Metric,Year,count,Revenue [m$],Units [m],Rev [m$]
SoundExchange Distributions,Other Streaming,Value (Adjusted),1994,1,0,0,0
SoundExchange Distributions,Other Streaming,Value (Adjusted),1995,1,0,0,0
SoundExchange Distributions,Other Streaming,Value (Adjusted),1996,1,0,0,0
SoundExchange Distributions,Other Streaming,Value (Adjusted),1997,1,0,0,0
SoundExchange Distributions,Other Streaming,Value (Adjusted),1998,1,0,0,0
SoundExchange Distributions,Other Streaming,Value (Adjusted),1999,1,0,0,0
SoundExchange Distributions,Other Streaming,Value (Adjusted),2000,1,0,0,0
SoundExchange Distributions,Other Streaming,Value (Adjusted),2001,1,0,0,0
SoundExchange Distributions,Other Streaming,Value (Adjusted),2002,1,0,0,0
SoundExchange Distributions,Other Streaming,Value (Adjusted),2003,1,0,0,0
SoundExchange Distributions,Other Streaming,Value (Adjusted),2004,1,9,0,9
SoundExchange Distributions,Other Streaming,Value (Adjusted),2005,1,27,0,27
SoundExchange Distributions,Other Streaming,Value (Adjusted),2006,1,42,0,42
SoundExchange Distributions,Other Streaming,Value (Adjusted),2007,1,45,0,45
SoundExchange Distributions,Other Streaming,Value (Adjusted),2008,1,119,0,119
SoundExchange Distributions,Other Streaming,Value (Adjusted),2009,1,185,0,185
SoundExchange Distributions,Other Streaming,Value (Adjusted),2010,1,292,0,292
SoundExchange Distributions,Other Streaming,Value (Adjusted),2011,1,332,0,332
SoundExchange Distributions,Other Streaming,Value (Adjusted),2012,1,514,0,514
SoundExchange Distributions,Other Streaming,Value (Adjusted),2013,1,648,0,648
SoundExchange Distributions,Other Streaming,Value (Adjusted),2014,1,835,0,835
SoundExchange Distributions,Other Streaming,Value (Adjusted),2015,1,866,0,866
SoundExchange Distributions,Other Streaming,Value (Adjusted),2016,1,942,0,942
SoundExchange Distributions,Other Streaming,Value (Adjusted),2017,1,680,0,680
SoundExchange Distributions,Other Streaming,Value (Adjusted),2018,1,970,0,970
SoundExchange Distributions,Other Streaming,Value (Adjusted),2019,1,908,0,908
Synchronization,Synchronization,Value (Adjusted),1973,1,0,0,0
Synchronization,Synchronization,Value (Adjusted),1974,1,0,0,0
Synchronization,Synchronization,Value (Adjusted),1975,1,0,0,0
Synchronization,Synchronization,Value (Adjusted),1976,1,0,0,0
Synchronization,Synchronization,Value (Adjusted),1977,1,0,0,0
Synchronization,Synchronization,Value (Adjusted),1978,1,0,0,0
Synchronization,Synchronization,Value (Adjusted),1979,1,0,0,0
Synchronization,Synchronization,Value (Adjusted),1980,1,0,0,0
Synchronization,Synchronization,Value (Adjusted),1981,1,0,0,0
Synchronization,Synchronization,Value (Adjusted),1982,1,0,0,0
Synchronization,Synchronization,Value (Adjusted),1983,1,0,0,0
Synchronization,Synchronization,Value (Adjusted),1984,1,0,0,0
Synchronization,Synchronization,Value (Adjusted),1985,1,0,0,0
Synchronization,Synchronization,Value (Adjusted),1986,1,0,0,0
Synchronization,Synchronization,Value (Adjusted),1987,1,0,0,0
Synchronization,Synchronization,Value (Adjusted),1988,1,0,0,0
Synchronization,Synchronization,Value (Adjusted),1989,1,0,0,0
Synchronization,Synchronization,Value (Adjusted),1990,1,0,0,0
Synchronization,Synchronization,Value (Adjusted),1991,1,0,0,0
Synchronization,Synchronization,Value (Adjusted),1992,1,0,0,0
Synchronization,Synchronization,Value (Adjusted),1993,1,0,0,0
Synchronization,Synchronization,Value (Adjusted),1994,1,0,0,0
Synchronization,Synchronization,Value (Adjusted),1995,1,0,0,0
Synchronization,Synchronization,Value (Adjusted),1996,1,0,0,0
Synchronization,Synchronization,Value (Adjusted),1997,1,0,0,0
Synchronization,Synchronization,Value (Adjusted),1998,1,0,0,0
Synchronization,Synchronization,Value (Adjusted),1999,1,0,0,0
Synchronization,Synchronization,Value (Adjusted),2000,1,0,0,0
Synchronization,Synchronization,Value (Adjusted),2001,1,0,0,0
Synchronization,Synchronization,Value (Adjusted),2002,1,0,0,0
Synchronization,Synchronization,Value (Adjusted),2003,1,0,0,0
Synchronization,Synchronization,Value (Adjusted),2004,1,0,0,0
Synchronization,Synchronization,Value (Adjusted),2005,1,0,0,0
Synchronization,Synchronization,Value (Adjusted),2006,1,0,0,0
Synchronization,Synchronization,Value (Adjusted),2007,1,0,0,0
Synchronization,Synchronization,Value (Adjusted),2008,1,0,0,0
Synchronization,Synchronization,Value (Adjusted),2009,1,240,0,240
Synchronization,Synchronization,Value (Adjusted),2010,1,221,0,221
Synchronization,Synchronization,Value (Adjusted),2011,1,223,0,223
Synchronization,Synchronization,Value (Adjusted),2012,1,212,0,212
Synchronization,Synchronization,Value (Adjusted),2013,1,208,0,208
Synchronization,Synchronization,Value (Adjusted),2014,1,205,0,205
Synchronization,Synchronization,Value (Adjusted),2015,1,219,0,219
Synchronization,Synchronization,Value (Adjusted),2016,1,229,0,229
Synchronization,Synchronization,Value (Adjusted),2017,1,242,0,242
Synchronization,Synchronization,Value (Adjusted),2018,1,291,0,291
Synchronization,Synchronization,Value (Adjusted),2019,1,276,0,276
Vinyl Single,Vinyl,Value (Adjusted),1973,1,1094,0,1094
Vinyl Single,Vinyl,Value (Adjusted),1974,1,1006,0,1006
Vinyl Single,Vinyl,Value (Adjusted),1975,1,1005,0,1005
Vinyl Single,Vinyl,Value (Adjusted),1976,1,1101,0,1101
Vinyl Single,Vinyl,Value (Adjusted),1977,1,1034,0,1034
Vinyl Single,Vinyl,Value (Adjusted),1978,1,1021,0,1021
Vinyl Single,Vinyl,Value (Adjusted),1979,1,1245,0,1245
Vinyl Single,Vinyl,Value (Adjusted),1980,1,776,0,776
Vinyl Single,Vinyl,Value (Adjusted),1981,1,721,0,721
Vinyl Single,Vinyl,Value (Adjusted),1982,1,750,0,750
Vinyl Single,Vinyl,Value (Adjusted),1983,1,691,0,691
Vinyl Single,Vinyl,Value (Adjusted),1984,1,735,0,735
Vinyl Single,Vinyl,Value (Adjusted),1985,1,668,0,668
Vinyl Single,Vinyl,Value (Adjusted),1986,1,532,0,532
Vinyl Single,Vinyl,Value (Adjusted),1987,1,458,0,458
Vinyl Single,Vinyl,Value (Adjusted),1988,1,390,0,390
Vinyl Single,Vinyl,Value (Adjusted),1989,1,240,0,240
Vinyl Single,Vinyl,Value (Adjusted),1990,1,185,0,185
Vinyl Single,Vinyl,Value (Adjusted),1991,1,120,0,120
Vinyl Single,Vinyl,Value (Adjusted),1992,1,121,0,121
Vinyl Single,Vinyl,Value (Adjusted),1993,1,91,0,91
Vinyl Single,Vinyl,Value (Adjusted),1994,1,81,0,81
Vinyl Single,Vinyl,Value (Adjusted),1995,1,78,0,78
Vinyl Single,Vinyl,Value (Adjusted),1996,1,77,0,77
Vinyl Single,Vinyl,Value (Adjusted),1997,1,57,0,57
Vinyl Single,Vinyl,Value (Adjusted),1998,1,40,0,40
Vinyl Single,Vinyl,Value (Adjusted),1999,1,43,0,43
Vinyl Single,Vinyl,Value (Adjusted),2000,1,39,0,39
Vinyl Single,Vinyl,Value (Adjusted),2001,1,45,0,45
Vinyl Single,Vinyl,Value (Adjusted),2002,1,35,0,35
Vinyl Single,Vinyl,Value (Adjusted),2003,1,30,0,30
Vinyl Single,Vinyl,Value (Adjusted),2004,1,27,0,27
Vinyl Single,Vinyl,Value (Adjusted),2005,1,17,0,17
Vinyl Single,Vinyl,Value (Adjusted),2006,1,13,0,13
Vinyl Single,Vinyl,Value (Adjusted),2007,1,5,0,5
Vinyl Single,Vinyl,Value (Adjusted),2008,1,3,0,3
Vinyl Single,Vinyl,Value (Adjusted),2009,1,3,0,3
Vinyl Single,Vinyl,Value (Adjusted),2010,1,3,0,3
Vinyl Single,Vinyl,Value (Adjusted),2011,1,5,0,5
Vinyl Single,Vinyl,Value (Adjusted),2012,1,5,0,5
Vinyl Single,Vinyl,Value (Adjusted),2013,1,3,0,3
Vinyl Single,Vinyl,Value (Adjusted),2014,1,6,0,6
Vinyl Single,Vinyl,Value (Adjusted),2015,1,6,0,6
Vinyl Single,Vinyl,Value (Adjusted),2016,1,5,0,5
Vinyl Single,Vinyl,Value (Adjusted),2017,1,6,0,6
Vinyl Single,Vinyl,Value (Adjusted),2018,1,5,0,5
Vinyl Single,Vinyl,Value (Adjusted),2019,1,7,0,7
CD,CD,Units,2020,1,0,32,0
CD Single,CD,Units,2020,1,0,0,0
Download Album,Download,Units,2020,1,0,33,0
Download Music Video,Download,Units,2020,1,0,1,0
Download Single,Download,Units,2020,1,0,249,0
DVD Audio,DVD,Units,2020,1,0,0,0
Kiosk,Other,Units,2020,1,0,1,0
LP/EP,Vinyl,Units,2020,1,0,24,0
Music Video (Physical),Other,Units,2020,1,0,1,0
Ringtones & Ringbacks,Ringtones,Units,2020,1,0,8,0
SACD,CD,Units,2020,1,0,0,0
Vinyl Single,Vinyl,Units,2020,1,0,0,0
LP/EP,Vinyl,Value,2020,1,644,0,644
Vinyl Single,Vinyl,Value,2020,1,6,0,6
CD,CD,Value,2020,1,483,0,483
CD Single,CD,Value,2020,1,0,0,0
SACD,CD,Value,2020,1,0,0,0
Download Album,Download,Value,2020,1,319,0,319
Download Music Video,Download,Value,2020,1,2,0,2
Download Single,Download,Value,2020,1,303,0,303
DVD Audio,DVD,Value,2020,1,2,0,2
Kiosk,Other,Value,2020,1,1,0,1
Paid Subscription,Paid Subscription,Value,2020,1,6973,0,6973
On-Demand Streaming (Ad-Supported),Other Streaming,Value,2020,1,1200,0,1200
Other Ad-Supported Streaming,Other Streaming,Value,2020,1,211,0,211
SoundExchange Distributions,Other Streaming,Value,2020,1,947,0,947
Limited Tier Paid Subscription,Paid Subscription,Value,2020,1,720,0,720
Music Video (Physical),Other,Value,2020,1,27,0,27
Other Digital,Download,Value,2020,1,19,0,19
Ringtones & Ringbacks,Ringtones,Value,2020,1,20,0,20
Synchronization,Synchronization,Value,2020,1,265,0,265
LP/EP,Vinyl,Value (Adjusted),2020,1,674,0,674
Vinyl Single,Vinyl,Value (Adjusted),2020,1,7,0,7
CD,CD,Value (Adjusted),2020,1,506,0,506
CD Single,CD,Value (Adjusted),2020,1,0,0,0
SACD,CD,Value (Adjusted),2020,1,0,0,0
Download Album,Download,Value (Adjusted),2020,1,334,0,334
Download Music Video,Download,Value (Adjusted),2020,1,2,0,2
Download Single,Download,Value (Adjusted),2020,1,318,0,318
DVD Audio,DVD,Value (Adjusted),2020,1,2,0,2
Kiosk,Other,Value (Adjusted),2020,1,1,0,1
Paid Subscription,Paid Subscription,Value (Adjusted),2020,1,7300,0,7300
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),2020,1,1257,0,1257
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),2020,1,221,0,221
SoundExchange Distributions,Other Streaming,Value (Adjusted),2020,1,992,0,992
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),2020,1,754,0,754
Music Video (Physical),Other,Value (Adjusted),2020,1,29,0,29
Other Digital,Download,Value (Adjusted),2020,1,20,0,20
Ringtones & Ringbacks,Ringtones,Value (Adjusted),2020,1,21,0,21
Synchronization,Synchronization,Value (Adjusted),2020,1,278,0,278
CD,CD,Units,2021,1,0,47,0
CD Single,CD,Units,2021,1,0,0,0
Download Album,Download,Units,2021,1,0,29,0
Download Music Video,Download,Units,2021,1,0,1,0
Download Single,Download,Units,2021,1,0,209,0
DVD Audio,DVD,Units,2021,1,0,0,0
Kiosk,Other,Units,2021,1,0,0,0
LP/EP,Vinyl,Units,2021,1,0,40,0
Music Video (Physical),Other,Units,2021,1,0,1,0
Ringtones & Ringbacks,Ringtones,Units,2021,1,0,6,0
SACD,CD,Units,2021,1,0,0,0
Vinyl Single,Vinyl,Units,2021,1,0,0,0
LP/EP,Vinyl,Value,2021,1,1038,0,1038
Vinyl Single,Vinyl,Value,2021,1,8,0,8
CD,CD,Value,2021,1,584,0,584
CD Single,CD,Value,2021,1,0,0,0
SACD,CD,Value,2021,1,0,0,0
Download Album,Download,Value,2021,1,282,0,282
Download Music Video,Download,Value,2021,1,2,0,2
Download Single,Download,Value,2021,1,256,0,256
DVD Audio,DVD,Value,2021,1,6,0,6
Kiosk,Other,Value,2021,1,1,0,1
Paid Subscription,Paid Subscription,Value,2021,1,8574,0,8574
On-Demand Streaming (Ad-Supported),Other Streaming,Value,2021,1,1761,0,1761
Other Ad-Supported Streaming,Other Streaming,Value,2021,1,209,0,209
SoundExchange Distributions,Other Streaming,Value,2021,1,993,0,993
Limited Tier Paid Subscription,Paid Subscription,Value,2021,1,907,0,907
Music Video (Physical),Other,Value,2021,1,20,0,20
Other Digital,Download,Value,2021,1,31,0,31
Ringtones & Ringbacks,Ringtones,Value,2021,1,15,0,15
Synchronization,Synchronization,Value,2021,1,303,0,303
LP/EP,Vinyl,Value (Adjusted),2021,1,1038,0,1038
Vinyl Single,Vinyl,Value (Adjusted),2021,1,8,0,8
CD,CD,Value (Adjusted),2021,1,584,0,584
CD Single,CD,Value (Adjusted),2021,1,0,0,0
SACD,CD,Value (Adjusted),2021,1,0,0,0
Download Album,Download,Value (Adjusted),2021,1,282,0,282
Download Music Video,Download,Value (Adjusted),2021,1,2,0,2
Download Single,Download,Value (Adjusted),2021,1,256,0,256
DVD Audio,DVD,Value (Adjusted),2021,1,6,0,6
Kiosk,Other,Value (Adjusted),2021,1,1,0,1
Paid Subscription,Paid Subscription,Value (Adjusted),2021,1,8574,0,8574
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),2021,1,1761,0,1761
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),2021,1,209,0,209
SoundExchange Distributions,Other Streaming,Value (Adjusted),2021,1,993,0,993
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),2021,1,907,0,907
Music Video (Physical),Other,Value (Adjusted),2021,1,20,0,20
Other Digital,Download,Value (Adjusted),2021,1,31,0,31
Ringtones & Ringbacks,Ringtones,Value (Adjusted),2021,1,15,0,15
Synchronization,Synchronization,Value (Adjusted),2021,1,303,0,303
